ccdd_code,ccdd_formal_name,ccdd_type,policy_type,policy_reference,special_groupings_status,special_groupings_status_effective_time
"8001095","triazolam","TM","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"8001107","midazolam","TM","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"8001121","zolpidem","TM","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"8001350","chlordiazepoxide","TM","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"8001351","chlordiazepoxide and clidinium","TM","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"8001361","clorazepate","TM","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"8001364","codeine and guaifenesin and pseudoephedrine","TM","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"8001403","nalbuphine","TM","500005","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"8001572","atropine and diphenoxylate","TM","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"8001692","ammonium chloride and codeine and diphenhydramine","TM","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"8001900","codeine and guaifenesin and pheniramine","TM","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"8001900","codeine and guaifenesin and pheniramine","TM","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"8001920","remifentanil","TM","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"8001940","sodium oxybate","TM","500003","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"8001947","sufentanil","TM","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"8002028","ketamine","TM","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"8002112","codeine and guaifenesin and pseudoephedrine and triprolidine","TM","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"8002112","codeine and guaifenesin and pseudoephedrine and triprolidine","TM","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"8002113","codeine and pseudoephedrine and triprolidine","TM","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"8002113","codeine and pseudoephedrine and triprolidine","TM","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"8002225","amphetamine mixed salts","TM","500003","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"8002340","tibolone","TM","500005","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"8002438","prasterone","TM","500005","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"8002454","diamorphine","TM","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000001","meperidine hydrochloride 50 mg oral tablet","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"9000001","meperidine hydrochloride 50 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000001","meperidine hydrochloride 50 mg oral tablet","NTP","500008","https://www.tppalberta.ca/medication-lists","Active","20240201"
"9000010","testosterone cypionate 1000 mg per 10 mL solution for injection vial","NTP","500005","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000013","testosterone enanthate 1000 mg per 5 mL solution for injection ampoule","NTP","500005","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000015","methylphenidate hydrochloride 10 mg oral tablet","NTP","500004","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000016","hydrocodone 5 mg and phenyltoloxamine 10 mg prolonged-release oral tablet","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"9000016","hydrocodone 5 mg and phenyltoloxamine 10 mg prolonged-release oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000016","hydrocodone 5 mg and phenyltoloxamine 10 mg prolonged-release oral tablet","NTP","500008","https://www.tppalberta.ca/medication-lists","Active","20240201"
"9000017","hydrocodone 5 mg per 5 mL and phenyltoloxamine 10 mg per 5 mL oral suspension","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"9000017","hydrocodone 5 mg per 5 mL and phenyltoloxamine 10 mg per 5 mL oral suspension","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000017","hydrocodone 5 mg per 5 mL and phenyltoloxamine 10 mg per 5 mL oral suspension","NTP","500008","https://www.tppalberta.ca/medication-lists","Active","20240201"
"9000023","methylphenidate hydrochloride 20 mg oral tablet","NTP","500004","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000031","acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 15 mg oral tablet","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"9000031","acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 15 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000032","acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 30 mg oral tablet","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"9000032","acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 30 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000051","pentazocine (pentazocine hydrochloride) 50 mg oral tablet","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"9000051","pentazocine (pentazocine hydrochloride) 50 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000051","pentazocine (pentazocine hydrochloride) 50 mg oral tablet","NTP","500008","https://www.tppalberta.ca/medication-lists","Active","20240201"
"9000069","oxycodone hydrochloride 10 mg suppository","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"9000069","oxycodone hydrochloride 10 mg suppository","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000069","oxycodone hydrochloride 10 mg suppository","NTP","500008","https://www.tppalberta.ca/medication-lists","Active","20240201"
"9000070","oxycodone hydrochloride 20 mg suppository","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"9000070","oxycodone hydrochloride 20 mg suppository","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000070","oxycodone hydrochloride 20 mg suppository","NTP","500008","https://www.tppalberta.ca/medication-lists","Active","20240201"
"9000075","diazepam 5 mg oral tablet","NTP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000083","acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 15 mg oral tablet","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"9000083","acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 15 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000084","acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 30 mg oral tablet","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"9000084","acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 30 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000085","acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 8 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000094","acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"9000094","acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000094","acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet","NTP","500008","https://www.tppalberta.ca/medication-lists","Active","20240201"
"9000097","clonazepam 0.5 mg oral tablet","NTP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000098","clonazepam 2 mg oral tablet","NTP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000103","acetaminophen 300 mg and codeine phosphate 60 mg oral tablet","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"9000103","acetaminophen 300 mg and codeine phosphate 60 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000107","codeine phosphate 30 mg per 1 mL solution for injection ampoule","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"9000107","codeine phosphate 30 mg per 1 mL solution for injection ampoule","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000108","diazepam 10 mg oral tablet","NTP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000111","morphine sulfate 15 mg per 1 mL solution for injection ampoule","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"9000111","morphine sulfate 15 mg per 1 mL solution for injection ampoule","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000111","morphine sulfate 15 mg per 1 mL solution for injection ampoule","NTP","500008","https://www.tppalberta.ca/medication-lists","Active","20240201"
"9000128","diazepam 2 mg oral tablet","NTP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000135","oxazepam 10 mg oral tablet","NTP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000136","oxazepam 15 mg oral tablet","NTP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000137","oxazepam 30 mg oral tablet","NTP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000153","oxycodone hydrochloride 10 mg oral tablet","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"9000153","oxycodone hydrochloride 10 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000153","oxycodone hydrochloride 10 mg oral tablet","NTP","500008","https://www.tppalberta.ca/medication-lists","Active","20240201"
"9000157","temazepam 15 mg oral capsule","NTP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000158","temazepam 30 mg oral capsule","NTP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000161","alprazolam 0.25 mg oral tablet","NTP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000162","alprazolam 0.5 mg oral tablet","NTP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000164","bromazepam 3 mg oral tablet","NTP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000165","bromazepam 6 mg oral tablet","NTP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000166","codeine phosphate 60 mg per 1 mL solution for injection ampoule","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"9000166","codeine phosphate 60 mg per 1 mL solution for injection ampoule","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000168","flurazepam hydrochloride 15 mg oral capsule","NTP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000169","flurazepam hydrochloride 30 mg oral capsule","NTP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000181","codeine phosphate 15 mg oral tablet","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"9000181","codeine phosphate 15 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000182","codeine phosphate 30 mg oral tablet","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"9000182","codeine phosphate 30 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000194","acetaminophen 300 mg and codeine phosphate 30 mg oral tablet","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"9000194","acetaminophen 300 mg and codeine phosphate 30 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000195","acetylsalicylic acid 325 mg and oxycodone hydrochloride 5 mg oral tablet","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"9000195","acetylsalicylic acid 325 mg and oxycodone hydrochloride 5 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000195","acetylsalicylic acid 325 mg and oxycodone hydrochloride 5 mg oral tablet","NTP","500008","https://www.tppalberta.ca/medication-lists","Active","20240201"
"9000201","hydromorphone hydrochloride 10 mg per 1 mL solution for injection vial","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"9000201","hydromorphone hydrochloride 10 mg per 1 mL solution for injection vial","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000201","hydromorphone hydrochloride 10 mg per 1 mL solution for injection vial","NTP","500008","https://www.tppalberta.ca/medication-lists","Active","20240201"
"9000202","hydromorphone hydrochloride 2 mg oral tablet","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"9000202","hydromorphone hydrochloride 2 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000202","hydromorphone hydrochloride 2 mg oral tablet","NTP","500008","https://www.tppalberta.ca/medication-lists","Active","20240201"
"9000203","hydromorphone hydrochloride 2 mg per 1 mL solution for injection ampoule","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"9000203","hydromorphone hydrochloride 2 mg per 1 mL solution for injection ampoule","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000203","hydromorphone hydrochloride 2 mg per 1 mL solution for injection ampoule","NTP","500008","https://www.tppalberta.ca/medication-lists","Active","20240201"
"9000204","hydromorphone hydrochloride 4 mg oral tablet","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"9000204","hydromorphone hydrochloride 4 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000204","hydromorphone hydrochloride 4 mg oral tablet","NTP","500008","https://www.tppalberta.ca/medication-lists","Active","20240201"
"9000206","hydromorphone hydrochloride 50 mg per 5 mL solution for injection vial","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"9000206","hydromorphone hydrochloride 50 mg per 5 mL solution for injection vial","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000206","hydromorphone hydrochloride 50 mg per 5 mL solution for injection vial","NTP","500008","https://www.tppalberta.ca/medication-lists","Active","20240201"
"9000208","methylphenidate hydrochloride 20 mg prolonged-release oral tablet","NTP","500004","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000209","morphine hydrochloride 1 mg per mL syrup","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"9000209","morphine hydrochloride 1 mg per mL syrup","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000209","morphine hydrochloride 1 mg per mL syrup","NTP","500008","https://www.tppalberta.ca/medication-lists","Active","20240201"
"9000210","morphine sulfate 1 mg per mL syrup","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"9000210","morphine sulfate 1 mg per mL syrup","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000210","morphine sulfate 1 mg per mL syrup","NTP","500008","https://www.tppalberta.ca/medication-lists","Active","20240201"
"9000211","morphine sulfate 20 mg per mL oral drops","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"9000211","morphine sulfate 20 mg per mL oral drops","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000211","morphine sulfate 20 mg per mL oral drops","NTP","500008","https://www.tppalberta.ca/medication-lists","Active","20240201"
"9000212","morphine sulfate 5 mg per mL syrup","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"9000212","morphine sulfate 5 mg per mL syrup","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000212","morphine sulfate 5 mg per mL syrup","NTP","500008","https://www.tppalberta.ca/medication-lists","Active","20240201"
"9000224","lorazepam 0.5 mg oral tablet","NTP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000225","lorazepam 1 mg oral tablet","NTP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000226","lorazepam 2 mg oral tablet","NTP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000228","morphine hydrochloride 5 mg per mL syrup","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"9000228","morphine hydrochloride 5 mg per mL syrup","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000228","morphine hydrochloride 5 mg per mL syrup","NTP","500008","https://www.tppalberta.ca/medication-lists","Active","20240201"
"9000229","morphine sulfate 10 mg oral tablet","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"9000229","morphine sulfate 10 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000229","morphine sulfate 10 mg oral tablet","NTP","500008","https://www.tppalberta.ca/medication-lists","Active","20240201"
"9000230","morphine sulfate 10 mg suppository","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"9000230","morphine sulfate 10 mg suppository","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000230","morphine sulfate 10 mg suppository","NTP","500008","https://www.tppalberta.ca/medication-lists","Active","20240201"
"9000231","morphine sulfate 20 mg suppository","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"9000231","morphine sulfate 20 mg suppository","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000231","morphine sulfate 20 mg suppository","NTP","500008","https://www.tppalberta.ca/medication-lists","Active","20240201"
"9000232","morphine sulfate 25 mg oral tablet","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"9000232","morphine sulfate 25 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000232","morphine sulfate 25 mg oral tablet","NTP","500008","https://www.tppalberta.ca/medication-lists","Active","20240201"
"9000233","morphine sulfate 5 mg oral tablet","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"9000233","morphine sulfate 5 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000233","morphine sulfate 5 mg oral tablet","NTP","500008","https://www.tppalberta.ca/medication-lists","Active","20240201"
"9000243","acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000253","hydromorphone hydrochloride 1 mg oral tablet","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"9000253","hydromorphone hydrochloride 1 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000253","hydromorphone hydrochloride 1 mg oral tablet","NTP","500008","https://www.tppalberta.ca/medication-lists","Active","20240201"
"9000258","morphine hydrochloride 10 mg per mL syrup","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"9000258","morphine hydrochloride 10 mg per mL syrup","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000258","morphine hydrochloride 10 mg per mL syrup","NTP","500008","https://www.tppalberta.ca/medication-lists","Active","20240201"
"9000259","morphine hydrochloride 20 mg per mL syrup","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"9000259","morphine hydrochloride 20 mg per mL syrup","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000259","morphine hydrochloride 20 mg per mL syrup","NTP","500008","https://www.tppalberta.ca/medication-lists","Active","20240201"
"9000260","morphine sulfate 150 mg per 30 mL solution for injection vial","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"9000260","morphine sulfate 150 mg per 30 mL solution for injection vial","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000260","morphine sulfate 150 mg per 30 mL solution for injection vial","NTP","500008","https://www.tppalberta.ca/medication-lists","Active","20240201"
"9000262","morphine sulfate 30 mg per 30 mL solution for injection vial","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"9000262","morphine sulfate 30 mg per 30 mL solution for injection vial","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000262","morphine sulfate 30 mg per 30 mL solution for injection vial","NTP","500008","https://www.tppalberta.ca/medication-lists","Active","20240201"
"9000263","morphine sulfate 50 mg oral tablet","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"9000263","morphine sulfate 50 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
"9000263","morphine sulfate 50 mg oral tablet","NTP","500008","https://www.tppalberta.ca/medication-lists","Active","20240201"
"9000264","morphine sulfate 50 mg per mL oral drops","NTP","500001","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php","Active","20170919"
"9000264","morphine sulfate 50 mg per mL oral drops","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919"
