mp_code,mp_formal_name,mp_fr_description,mp_en_description,mp_status,mp_status_effective_time,mp_type,Health_Canada_identifier,Health_Canada_product_name,tm_is_publishable
"02477165","PMS-ATORVASTATIN (atorvastatin (atorvastatin calcium) 40 mg oral tablet) PHARMASCIENCE INC","PMS-ATORVASTATIN (atorvastatine (atorvastatine calcique) 40 mg comprimé oral) PHARMASCIENCE INC",NA,"Active","20200421","DIN","02477165","PMS-ATORVASTATIN","t"
"02313472","PMS-ATORVASTATIN (atorvastatin (atorvastatin calcium) 80 mg oral tablet) PHARMASCIENCE INC","PMS-ATORVASTATIN (atorvastatine (atorvastatine calcique) 80 mg comprimé oral) PHARMASCIENCE INC",NA,"Inactive","20190731","DIN","02313472","PMS-ATORVASTATIN","t"
"02477173","PMS-ATORVASTATIN (atorvastatin (atorvastatin calcium) 80 mg oral tablet) PHARMASCIENCE INC","PMS-ATORVASTATIN (atorvastatine (atorvastatine calcique) 80 mg comprimé oral) PHARMASCIENCE INC",NA,"Active","20200421","DIN","02477173","PMS-ATORVASTATIN","t"
"02302616","PMS-DICLOFENAC (diclofenac sodium 25 mg gastro-resistant tablet) PHARMASCIENCE INC","PMS-DICLOFENAC (diclofénac sodique 25 mg comprimé gastrorésistant) PHARMASCIENCE INC",NA,"Active","20080512","DIN","02302616","PMS-DICLOFENAC","t"
"02231502","PMS-DICLOFENAC (diclofenac sodium 25 mg gastro-resistant tablet) PHARMASCIENCE INC","PMS-DICLOFENAC (diclofénac sodique 25 mg comprimé gastrorésistant) PHARMASCIENCE INC",NA,"Inactive","20181018","DIN","02231502","PMS-DICLOFENAC","t"
"02231503","PMS-DICLOFENAC (diclofenac sodium 50 mg gastro-resistant tablet) PHARMASCIENCE INC","PMS-DICLOFENAC (diclofénac sodique 50 mg comprimé gastrorésistant) PHARMASCIENCE INC",NA,"Inactive","20220214","DIN","02231503","PMS-DICLOFENAC","t"
"02302624","PMS-DICLOFENAC (diclofenac sodium 50 mg gastro-resistant tablet) PHARMASCIENCE INC","PMS-DICLOFENAC (diclofénac sodique 50 mg comprimé gastrorésistant) PHARMASCIENCE INC",NA,"Active","20080512","DIN","02302624","PMS-DICLOFENAC","t"
"02294427","PMS-MINOCYCLINE (minocycline (minocycline hydrochloride) 100 mg oral capsule) PHARMASCIENCE INC","PMS-MINOCYCLINE (minocycline (chlorhydrate de minocycline) 100 mg capsule orale) PHARMASCIENCE INC",NA,"Inactive","20191023","DIN","02294427","PMS-MINOCYCLINE","t"
"02239239","PMS-MINOCYCLINE (minocycline (minocycline hydrochloride) 100 mg oral capsule) PHARMASCIENCE INC","PMS-MINOCYCLINE (minocycline (chlorhydrate de minocycline) 100 mg capsule orale) PHARMASCIENCE INC",NA,"Inactive","20170930","DIN","02239239","PMS-MINOCYCLINE","t"
"02239238","PMS-MINOCYCLINE (minocycline (minocycline hydrochloride) 50 mg oral capsule) PHARMASCIENCE INC","PMS-MINOCYCLINE (minocycline (chlorhydrate de minocycline) 50 mg capsule orale) PHARMASCIENCE INC",NA,"Inactive","20170930","DIN","02239238","PMS-MINOCYCLINE","t"
"02294419","PMS-MINOCYCLINE (minocycline (minocycline hydrochloride) 50 mg oral capsule) PHARMASCIENCE INC","PMS-MINOCYCLINE (minocycline (chlorhydrate de minocycline) 50 mg capsule orale) PHARMASCIENCE INC",NA,"Inactive","20191023","DIN","02294419","PMS-MINOCYCLINE","t"
"02244769","PMS-MOMETASONE (mometasone furoate 0.1 % cutaneous ointment) PHARMASCIENCE INC","PMS-MOMETASONE (furoate de mométasone 0,1 % pommade cutanée) PHARMASCIENCE INC",NA,"Inactive","20170825","DIN","02244769","PMS-MOMETASONE","t"
"02270862","PMS-MOMETASONE (mometasone furoate 0.1 % cutaneous ointment) PHARMASCIENCE INC","PMS-MOMETASONE (furoate de mométasone 0,1 % pommade cutanée) PHARMASCIENCE INC",NA,"Inactive","20170803","DIN","02270862","PMS-MOMETASONE","t"
"02252635","PMS-SIMVASTATIN (simvastatin 10 mg oral tablet) PHARMASCIENCE INC","PMS-SIMVASTATIN (simvastatine 10 mg comprimé oral) PHARMASCIENCE INC",NA,"Inactive","20170930","DIN","02252635","PMS-SIMVASTATIN","t"
"02269260","PMS-SIMVASTATIN (simvastatin 10 mg oral tablet) PHARMASCIENCE INC","PMS-SIMVASTATIN (simvastatine 10 mg comprimé oral) PHARMASCIENCE INC",NA,"Inactive","20200724","DIN","02269260","PMS-SIMVASTATIN","t"
"02252643","PMS-SIMVASTATIN (simvastatin 20 mg oral tablet) PHARMASCIENCE INC","PMS-SIMVASTATIN (simvastatine 20 mg comprimé oral) PHARMASCIENCE INC",NA,"Inactive","20170930","DIN","02252643","PMS-SIMVASTATIN","t"
"02269279","PMS-SIMVASTATIN (simvastatin 20 mg oral tablet) PHARMASCIENCE INC","PMS-SIMVASTATIN (simvastatine 20 mg comprimé oral) PHARMASCIENCE INC",NA,"Inactive","20190208","DIN","02269279","PMS-SIMVASTATIN","t"
"02252651","PMS-SIMVASTATIN (simvastatin 40 mg oral tablet) PHARMASCIENCE INC","PMS-SIMVASTATIN (simvastatine 40 mg comprimé oral) PHARMASCIENCE INC",NA,"Inactive","20170930","DIN","02252651","PMS-SIMVASTATIN","t"
"02269287","PMS-SIMVASTATIN (simvastatin 40 mg oral tablet) PHARMASCIENCE INC","PMS-SIMVASTATIN (simvastatine 40 mg comprimé oral) PHARMASCIENCE INC",NA,"Inactive","20190104","DIN","02269287","PMS-SIMVASTATIN","t"
"02269252","PMS-SIMVASTATIN (simvastatin 5 mg oral tablet) PHARMASCIENCE INC","PMS-SIMVASTATIN (simvastatine 5 mg comprimé oral) PHARMASCIENCE INC",NA,"Inactive","20181205","DIN","02269252","PMS-SIMVASTATIN","t"
"02252619","PMS-SIMVASTATIN (simvastatin 5 mg oral tablet) PHARMASCIENCE INC","PMS-SIMVASTATIN (simvastatine 5 mg comprimé oral) PHARMASCIENCE INC",NA,"Inactive","20170930","DIN","02252619","PMS-SIMVASTATIN","t"
"02252678","PMS-SIMVASTATIN (simvastatin 80 mg oral tablet) PHARMASCIENCE INC","PMS-SIMVASTATIN (simvastatine 80 mg comprimé oral) PHARMASCIENCE INC",NA,"Inactive","20170930","DIN","02252678","PMS-SIMVASTATIN","t"
"02269295","PMS-SIMVASTATIN (simvastatin 80 mg oral tablet) PHARMASCIENCE INC","PMS-SIMVASTATIN (simvastatine 80 mg comprimé oral) PHARMASCIENCE INC",NA,"Inactive","20190130","DIN","02269295","PMS-SIMVASTATIN","t"
"02294273","PMS-TERBINAFINE (terbinafine (terbinafine hydrochloride) 250 mg oral tablet) PHARMASCIENCE INC","PMS-TERBINAFINE (terbinafine (chlorhydrate de terbinafine) 250 mg comprimé oral) PHARMASCIENCE INC",NA,"Active","20090619","DIN","02294273","PMS-TERBINAFINE","t"
"02240807","PMS-TERBINAFINE (terbinafine (terbinafine hydrochloride) 250 mg oral tablet) PHARMASCIENCE INC","PMS-TERBINAFINE (terbinafine (chlorhydrate de terbinafine) 250 mg comprimé oral) PHARMASCIENCE INC",NA,"Inactive","20191024","DIN","02240807","PMS-TERBINAFINE","t"
"02389045","ROSUVASTATIN (rosuvastatin (rosuvastatin calcium) 10 mg oral tablet) SIVEM PHARMACEUTICALS ULC","ROSUVASTATIN (rosuvastatine (rosuvastatine calcique) 10 mg comprimé oral) SIVEM PHARMACEUTICALS ULC",NA,"Inactive","20171002","DIN","02389045","ROSUVASTATIN","t"
"02411636","ROSUVASTATIN (rosuvastatin (rosuvastatin calcium) 10 mg oral tablet) SIVEM PHARMACEUTICALS ULC","ROSUVASTATIN (rosuvastatine (rosuvastatine calcique) 10 mg comprimé oral) SIVEM PHARMACEUTICALS ULC",NA,"Active","20131023","DIN","02411636","ROSUVASTATIN","t"
"02411644","ROSUVASTATIN (rosuvastatin (rosuvastatin calcium) 20 mg oral tablet) SIVEM PHARMACEUTICALS ULC","ROSUVASTATIN (rosuvastatine (rosuvastatine calcique) 20 mg comprimé oral) SIVEM PHARMACEUTICALS ULC",NA,"Active","20131023","DIN","02411644","ROSUVASTATIN","t"
"02389053","ROSUVASTATIN (rosuvastatin (rosuvastatin calcium) 20 mg oral tablet) SIVEM PHARMACEUTICALS ULC","ROSUVASTATIN (rosuvastatine (rosuvastatine calcique) 20 mg comprimé oral) SIVEM PHARMACEUTICALS ULC",NA,"Inactive","20171205","DIN","02389053","ROSUVASTATIN","t"
"02411652","ROSUVASTATIN (rosuvastatin (rosuvastatin calcium) 40 mg oral tablet) SIVEM PHARMACEUTICALS ULC","ROSUVASTATIN (rosuvastatine (rosuvastatine calcique) 40 mg comprimé oral) SIVEM PHARMACEUTICALS ULC",NA,"Active","20131023","DIN","02411652","ROSUVASTATIN","t"
"02389061","ROSUVASTATIN (rosuvastatin (rosuvastatin calcium) 40 mg oral tablet) SIVEM PHARMACEUTICALS ULC","ROSUVASTATIN (rosuvastatine (rosuvastatine calcique) 40 mg comprimé oral) SIVEM PHARMACEUTICALS ULC",NA,"Inactive","20171002","DIN","02389061","ROSUVASTATIN","t"
"02411628","ROSUVASTATIN (rosuvastatin (rosuvastatin calcium) 5 mg oral tablet) SIVEM PHARMACEUTICALS ULC","ROSUVASTATIN (rosuvastatine (rosuvastatine calcique) 5 mg comprimé oral) SIVEM PHARMACEUTICALS ULC",NA,"Active","20131023","DIN","02411628","ROSUVASTATIN","t"
"02389037","ROSUVASTATIN (rosuvastatin (rosuvastatin calcium) 5 mg oral tablet) SIVEM PHARMACEUTICALS ULC","ROSUVASTATIN (rosuvastatine (rosuvastatine calcique) 5 mg comprimé oral) SIVEM PHARMACEUTICALS ULC",NA,"Inactive","20171205","DIN","02389037","ROSUVASTATIN","t"
"02417340","SANDOZ CANDESARTAN (candesartan cilexetil 32 mg oral tablet) SANDOZ CANADA INCORPORATED","SANDOZ CANDESARTAN (candésartan cilexétil 32 mg comprimé oral) SANDOZ CANADA INCORPORATED",NA,"Active","20140319","DIN","02417340","SANDOZ CANDESARTAN","t"
"02392267","SANDOZ CANDESARTAN (candesartan cilexetil 32 mg oral tablet) SANDOZ CANADA INCORPORATED","SANDOZ CANDESARTAN (candésartan cilexétil 32 mg comprimé oral) SANDOZ CANADA INCORPORATED",NA,"Inactive","20180801","DIN","02392267","SANDOZ CANDESARTAN","t"
"02479486","SANDOZ FLUOXETINE (fluoxetine (fluoxetine hydrochloride) 10 mg oral capsule) SANDOZ CANADA INCORPORATED","SANDOZ FLUOXETINE (fluoxétine (chlorhydrate de fluoxétine) 10 mg capsule orale) SANDOZ CANADA INCORPORATED",NA,"Inactive","20210507","DIN","02479486","SANDOZ FLUOXETINE","t"
"02243486","SANDOZ FLUOXETINE (fluoxetine (fluoxetine hydrochloride) 10 mg oral capsule) SANDOZ CANADA INCORPORATED","SANDOZ FLUOXETINE (fluoxétine (chlorhydrate de fluoxétine) 10 mg capsule orale) SANDOZ CANADA INCORPORATED",NA,"Inactive","20180524","DIN","02243486","SANDOZ FLUOXETINE","t"
"02243487","SANDOZ FLUOXETINE (fluoxetine (fluoxetine hydrochloride) 20 mg oral capsule) SANDOZ CANADA INCORPORATED","SANDOZ FLUOXETINE (fluoxétine (chlorhydrate de fluoxétine) 20 mg capsule orale) SANDOZ CANADA INCORPORATED",NA,"Inactive","20180524","DIN","02243487","SANDOZ FLUOXETINE","t"
"02479494","SANDOZ FLUOXETINE (fluoxetine (fluoxetine hydrochloride) 20 mg oral capsule) SANDOZ CANADA INCORPORATED","SANDOZ FLUOXETINE (fluoxétine (chlorhydrate de fluoxétine) 20 mg capsule orale) SANDOZ CANADA INCORPORATED",NA,"Inactive","20210507","DIN","02479494","SANDOZ FLUOXETINE","t"
"02313049","TEVA-ANASTROZOLE (anastrozole 1 mg oral tablet) TEVA CANADA LIMITED","TEVA-ANASTROZOLE (anastrozole 1 mg comprimé oral) TEVA CANADA LIMITED",NA,"Inactive","20180611","DIN","02313049","TEVA-ANASTROZOLE","t"
"02394898","TEVA-ANASTROZOLE (anastrozole 1 mg oral tablet) TEVA CANADA LIMITED","TEVA-ANASTROZOLE (anastrozole 1 mg comprimé oral) TEVA CANADA LIMITED",NA,"Active","20121025","DIN","02394898","TEVA-ANASTROZOLE","t"
"01912070","TEVA-DOMPERIDONE (domperidone (domperidone maleate) 10 mg oral tablet) TEVA CANADA LIMITED","TEVA-DOMPERIDONE (dompéridone (maléate de dompéridone) 10 mg comprimé oral) TEVA CANADA LIMITED",NA,"Active","19931231","DIN","01912070","TEVA-DOMPERIDONE","t"
"02157195","TEVA-DOMPERIDONE (domperidone (domperidone maleate) 10 mg oral tablet) TEVA CANADA LIMITED","TEVA-DOMPERIDONE (dompéridone (maléate de dompéridone) 10 mg comprimé oral) TEVA CANADA LIMITED",NA,"Inactive","20180227","DIN","02157195","TEVA-DOMPERIDONE","t"
"02316404","TEVA-IRBESARTAN (irbesartan 150 mg oral tablet) TEVA CANADA LIMITED","TEVA-IRBESARTAN (irbésartan 150 mg comprimé oral) TEVA CANADA LIMITED",NA,"Active","20110321","DIN","02316404","TEVA-IRBESARTAN","t"
"02315998","TEVA-IRBESARTAN (irbesartan 150 mg oral tablet) TEVA CANADA LIMITED","TEVA-IRBESARTAN (irbésartan 150 mg comprimé oral) TEVA CANADA LIMITED",NA,"Inactive","20180410","DIN","02315998","TEVA-IRBESARTAN","t"
"02316005","TEVA-IRBESARTAN (irbesartan 300 mg oral tablet) TEVA CANADA LIMITED","TEVA-IRBESARTAN (irbésartan 300 mg comprimé oral) TEVA CANADA LIMITED",NA,"Inactive","20180410","DIN","02316005","TEVA-IRBESARTAN","t"
"02316412","TEVA-IRBESARTAN (irbesartan 300 mg oral tablet) TEVA CANADA LIMITED","TEVA-IRBESARTAN (irbésartan 300 mg comprimé oral) TEVA CANADA LIMITED",NA,"Active","20110321","DIN","02316412","TEVA-IRBESARTAN","t"
"02315971","TEVA-IRBESARTAN (irbesartan 75 mg oral tablet) TEVA CANADA LIMITED","TEVA-IRBESARTAN (irbésartan 75 mg comprimé oral) TEVA CANADA LIMITED",NA,"Inactive","20180410","DIN","02315971","TEVA-IRBESARTAN","t"
"02316390","TEVA-IRBESARTAN (irbesartan 75 mg oral tablet) TEVA CANADA LIMITED","TEVA-IRBESARTAN (irbésartan 75 mg comprimé oral) TEVA CANADA LIMITED",NA,"Active","20110321","DIN","02316390","TEVA-IRBESARTAN","t"
"02296349","TEVA-ONDANSETRON (ondansetron (ondansetron hydrochloride dihydrate) 4 mg oral tablet) TEVA CANADA LIMITED","TEVA-ONDANSETRON (ondansétron (chlorhydrate d'ondansétron dihydraté) 4 mg comprimé oral) TEVA CANADA LIMITED",NA,"Active","20090629","DIN","02296349","TEVA-ONDANSETRON","t"
"02264056","TEVA-ONDANSETRON (ondansetron (ondansetron hydrochloride dihydrate) 4 mg oral tablet) TEVA CANADA LIMITED","TEVA-ONDANSETRON (ondansétron (chlorhydrate d'ondansétron dihydraté) 4 mg comprimé oral) TEVA CANADA LIMITED",NA,"Inactive","20180619","DIN","02264056","TEVA-ONDANSETRON","t"
"02296357","TEVA-ONDANSETRON (ondansetron (ondansetron hydrochloride dihydrate) 8 mg oral tablet) TEVA CANADA LIMITED","TEVA-ONDANSETRON (ondansétron (chlorhydrate d'ondansétron dihydraté) 8 mg comprimé oral) TEVA CANADA LIMITED",NA,"Active","20090629","DIN","02296357","TEVA-ONDANSETRON","t"
"02264064","TEVA-ONDANSETRON (ondansetron (ondansetron hydrochloride dihydrate) 8 mg oral tablet) TEVA CANADA LIMITED","TEVA-ONDANSETRON (ondansétron (chlorhydrate d'ondansétron dihydraté) 8 mg comprimé oral) TEVA CANADA LIMITED",NA,"Inactive","20180619","DIN","02264064","TEVA-ONDANSETRON","t"
